osmid,y,x,street_count,highway,railway,ref,junction,geometry
60656842,48.2182741,16.3877236,4,,,,,POINT (16.3877236 48.2182741)
60656868,48.2177859,16.3893155,3,,,,,POINT (16.3893155 48.2177859)
60656869,48.2189597,16.3846303,3,,,,,POINT (16.3846303 48.2189597)
60656875,48.2201642,16.383011,3,,,,,POINT (16.383011 48.2201642)
60657048,48.2134157,16.3850704,4,,,,,POINT (16.3850704 48.2134157)
60657050,48.2128421,16.385279,3,,,,,POINT (16.385279 48.2128421)
60657186,48.2135278,16.3857613,3,,,,,POINT (16.3857613 48.2135278)
60657188,48.2130725,16.3859669,3,,,,,POINT (16.3859669 48.2130725)
60657211,48.2146639,16.38436,4,traffic_signals,,,,POINT (16.38436 48.2146639)
60657214,48.2149779,16.3840221,3,,,,,POINT (16.3840221 48.2149779)
60657216,48.2155218,16.3835243,3,,,,,POINT (16.3835243 48.2155218)
60658191,48.2231546,16.3165052,4,,,,,POINT (16.3165052 48.2231546)
60658958,48.2140461,16.3482146,3,,,,,POINT (16.3482146 48.2140461)
60688790,48.2240309,16.401926,4,traffic_signals,,,,POINT (16.401926 48.2240309)
60688791,48.2223599,16.398838,4,,,,,POINT (16.398838 48.2223599)
60717103,48.2193768,16.3682606,4,traffic_signals,,,,POINT (16.3682606 48.2193768)
60717333,48.2353723,16.3872272,4,,,,,POINT (16.3872272 48.2353723)
60717335,48.232432,16.3905108,3,,,,,POINT (16.3905108 48.232432)
60718916,48.1946389,16.3502247,3,,,,,POINT (16.3502247 48.1946389)
60723622,48.2106436,16.3460011,1,,,,,POINT (16.3460011 48.2106436)
60730639,48.2317815,16.3285509,4,,,,,POINT (16.3285509 48.2317815)
60730742,48.2446176,16.3557019,4,traffic_signals,,,,POINT (16.3557019 48.2446176)
60731575,48.2459228,16.3679768,3,,,,,POINT (16.3679768 48.2459228)
60731771,48.2441857,16.3805707,3,,,,,POINT (16.3805707 48.2441857)
60732594,48.2436156,16.3773547,4,,,,,POINT (16.3773547 48.2436156)
60732820,48.2391633,16.3841261,3,,,,,POINT (16.3841261 48.2391633)
60732834,48.244119,16.3784827,3,,,,,POINT (16.3784827 48.244119)
60732835,48.2435838,16.3794278,3,crossing,,,,POINT (16.3794278 48.2435838)
60733317,48.2283935,16.3807897,4,,,,,POINT (16.3807897 48.2283935)
60733464,48.2420223,16.3829226,4,traffic_signals,,,,POINT (16.3829226 48.2420223)
60733473,48.2428926,16.3848187,3,traffic_signals,,,,POINT (16.3848187 48.2428926)
60735535,48.2378763,16.3542046,3,,,,,POINT (16.3542046 48.2378763)
60736886,48.2479385,16.3306963,3,,,,,POINT (16.3306963 48.2479385)
60736898,48.2498008,16.3249302,3,,,,,POINT (16.3249302 48.2498008)
60737041,48.2453926,16.3627448,3,,,,,POINT (16.3627448 48.2453926)
60737043,48.2464976,16.363409,3,,,,,POINT (16.363409 48.2464976)
60737044,48.2486538,16.3643857,2,,,,,POINT (16.3643857 48.2486538)
60737045,48.2499458,16.3649195,3,,,,,POINT (16.3649195 48.2499458)
60738106,48.2388569,16.3417985,5,,,,,POINT (16.3417985 48.2388569)
60739025,48.2396112,16.3227469,3,,,,,POINT (16.3227469 48.2396112)
60739028,48.2400976,16.3254675,4,,,,,POINT (16.3254675 48.2400976)
60739029,48.1657897,16.3476573,3,traffic_signals,,,,POINT (16.3476573 48.1657897)
60739057,48.2388618,16.3345616,3,,,,,POINT (16.3345616 48.2388618)
60739155,48.2441439,16.340794,4,,,,,POINT (16.340794 48.2441439)
60739190,48.2405181,16.3397808,3,traffic_signals,,,,POINT (16.3397808 48.2405181)
60739229,48.2527627,16.3571087,2,,,,,POINT (16.3571087 48.2527627)
60739330,48.2360702,16.337775,4,,,,,POINT (16.337775 48.2360702)
60739358,48.2370904,16.3377746,4,traffic_signals,,,,POINT (16.3377746 48.2370904)
60739393,48.1581697,16.3601229,4,,,,,POINT (16.3601229 48.1581697)
60739506,48.2596326,16.3647045,4,,,,,POINT (16.3647045 48.2596326)
60739826,48.2538262,16.3699452,3,,,,,POINT (16.3699452 48.2538262)
60740464,48.2370879,16.3345677,4,traffic_signals,,,,POINT (16.3345677 48.2370879)
60740543,48.2342275,16.3293405,3,,,,,POINT (16.3293405 48.2342275)
60740922,48.2416186,16.3414725,3,,,,,POINT (16.3414725 48.2416186)
60741105,48.2594648,16.3628255,3,,,,,POINT (16.3628255 48.2594648)
60741111,48.2578515,16.3532784,3,,,,,POINT (16.3532784 48.2578515)
60742767,48.1595504,16.4326707,3,traffic_signals,,,,POINT (16.4326707 48.1595504)
60742787,48.1541485,16.4275031,3,,,,,POINT (16.4275031 48.1541485)
60742788,48.1539765,16.4270301,3,,,,,POINT (16.4270301 48.1539765)
60822249,48.2386014,16.3676265,3,,,,,POINT (16.3676265 48.2386014)
60822346,48.2407772,16.3654416,3,traffic_signals,,,,POINT (16.3654416 48.2407772)
60822370,48.2399953,16.3678542,3,,,,,POINT (16.3678542 48.2399953)
60822376,48.2393684,16.3686868,3,traffic_signals,,,,POINT (16.3686868 48.2393684)
60822812,48.2433962,16.3705087,3,,,,,POINT (16.3705087 48.2433962)
60827802,48.1715143,16.3716293,4,traffic_signals,,,,POINT (16.3716293 48.1715143)
60833562,48.2482477,16.3966062,1,,,,,POINT (16.3966062 48.2482477)
60833566,48.2479946,16.3994371,3,,,,,POINT (16.3994371 48.2479946)
60833711,48.249915,16.4113262,4,,,,,POINT (16.4113262 48.249915)
60833874,48.2490587,16.410604,3,,,,,POINT (16.410604 48.2490587)
60834117,48.2496952,16.4077682,3,,,,,POINT (16.4077682 48.2496952)
60834222,48.2504447,16.4040721,3,,,,,POINT (16.4040721 48.2504447)
60834272,48.2487215,16.4127936,3,,,,,POINT (16.4127936 48.2487215)
60834276,48.2479316,16.4134294,3,,,,,POINT (16.4134294 48.2479316)
60835033,48.25406,16.4139445,4,,,,,POINT (16.4139445 48.25406)
60842028,48.2409862,16.3607115,4,,,,,POINT (16.3607115 48.2409862)
60901427,48.2405646,16.3388545,3,,,,,POINT (16.3388545 48.2405646)
60901428,48.2431242,16.3390249,4,,,,,POINT (16.3390249 48.2431242)
60901429,48.2460438,16.3400942,3,,,,,POINT (16.3400942 48.2460438)
60957673,48.2303124,16.335831,4,,,,,POINT (16.335831 48.2303124)
60957676,48.2299714,16.3372468,4,,,,,POINT (16.3372468 48.2299714)
60957681,48.2327736,16.3302942,3,,,,,POINT (16.3302942 48.2327736)
60957701,48.2307016,16.3341981,3,,,,,POINT (16.3341981 48.2307016)
60957703,48.2293961,16.3335919,4,,,,,POINT (16.3335919 48.2293961)
61076757,48.231968,16.450554,3,,,,,POINT (16.450554 48.231968)
61076761,48.2382551,16.4539267,3,,,,,POINT (16.4539267 48.2382551)
61076763,48.2313161,16.449788,4,traffic_signals,,,,POINT (16.449788 48.2313161)
61076772,48.2357902,16.4500439,3,,,,,POINT (16.4500439 48.2357902)
61076775,48.2347306,16.4523429,3,,,,,POINT (16.4523429 48.2347306)
61076782,48.2398526,16.4449126,3,,,,,POINT (16.4449126 48.2398526)
61076783,48.23963,16.4460768,3,,,,,POINT (16.4460768 48.23963)
61076785,48.2393899,16.4473085,3,,,,,POINT (16.4473085 48.2393899)
61076788,48.2423484,16.4501891,3,,,,,POINT (16.4501891 48.2423484)
61076801,48.2430708,16.4484326,3,,,,,POINT (16.4484326 48.2430708)
61076804,48.2471265,16.4513334,3,,,,,POINT (16.4513334 48.2471265)
61076806,48.249339,16.4458871,3,,,,,POINT (16.4458871 48.249339)
61076817,48.248632,16.4493256,3,traffic_signals,,,,POINT (16.4493256 48.248632)
61076824,48.2487819,16.4442529,3,,,,,POINT (16.4442529 48.2487819)
61076827,48.2472014,16.4486837,4,,,,,POINT (16.4486837 48.2472014)
61076832,48.2484278,16.4492349,4,traffic_signals,,,,POINT (16.4492349 48.2484278)
61076834,48.2496821,16.453477,4,,,,,POINT (16.453477 48.2496821)
61076836,48.249268,16.4429491,3,,,,,POINT (16.4429491 48.249268)
61076839,48.2499198,16.4435036,4,,,,,POINT (16.4435036 48.2499198)
61076841,48.2509763,16.4443963,4,,,,,POINT (16.4443963 48.2509763)
61076852,48.2516042,16.468807,4,,,,,POINT (16.468807 48.2516042)
61076854,48.2517251,16.4717942,5,traffic_signals,,,,POINT (16.4717942 48.2517251)
61076905,48.2425279,16.4502974,3,,,,,POINT (16.4502974 48.2425279)
61076907,48.2456018,16.4393087,4,traffic_signals,,,,POINT (16.4393087 48.2456018)
61076908,48.2395328,16.4487851,3,,,,,POINT (16.4487851 48.2395328)
61076910,48.2389699,16.4517908,4,,,,,POINT (16.4517908 48.2389699)
61076916,48.2314432,16.4489582,3,,,,,POINT (16.4489582 48.2314432)
61076925,48.2311842,16.4461829,3,,,,,POINT (16.4461829 48.2311842)
61076935,48.2148206,16.4380092,1,,,,,POINT (16.4380092 48.2148206)
61076936,48.2149545,16.4409424,4,,,,,POINT (16.4409424 48.2149545)
61076937,48.2150632,16.4439597,3,,,,,POINT (16.4439597 48.2150632)
61076939,48.2226091,16.4365727,1,,,,,POINT (16.4365727 48.2226091)
61076940,48.2230234,16.4408798,4,,,,,POINT (16.4408798 48.2230234)
61076941,48.2232744,16.4432025,3,,,,,POINT (16.4432025 48.2232744)
61076965,48.2378883,16.4305818,3,,,,,POINT (16.4305818 48.2378883)
61076967,48.2386627,16.4315995,3,,,,,POINT (16.4315995 48.2386627)
61076972,48.2404223,16.4284576,3,,,,,POINT (16.4284576 48.2404223)
61076973,48.2417794,16.4265004,4,,,,,POINT (16.4265004 48.2417794)
61076974,48.2425804,16.425357,3,,,,,POINT (16.425357 48.2425804)
61076976,48.2428658,16.4285903,3,,,,,POINT (16.4285903 48.2428658)
61076978,48.2436885,16.4265,3,,,,,POINT (16.4265 48.2436885)
61076980,48.2417834,16.4313377,3,,,,,POINT (16.4313377 48.2417834)
61076981,48.2407901,16.4325872,3,,,,,POINT (16.4325872 48.2407901)
61076991,48.2473095,16.4276879,3,,,,,POINT (16.4276879 48.2473095)
61076997,48.2521374,16.4371165,3,,,,,POINT (16.4371165 48.2521374)
61077004,48.2510207,16.444258,3,,,,,POINT (16.444258 48.2510207)
61077006,48.2527037,16.4352745,4,,,,,POINT (16.4352745 48.2527037)
61078648,48.250752,16.4084823,4,,,,,POINT (16.4084823 48.250752)
61079170,48.2530305,16.4100729,4,,,,,POINT (16.4100729 48.2530305)
61082948,48.2353544,16.3928895,3,,,,,POINT (16.3928895 48.2353544)
61083003,48.2370526,16.3924056,3,,,,,POINT (16.3924056 48.2370526)
61154285,48.2381169,16.4046819,3,motorway_junction,,,,POINT (16.4046819 48.2381169)
61272311,48.2018073,16.3628916,4,,,,,POINT (16.3628916 48.2018073)
61272356,48.201073,16.3621347,3,,,,,POINT (16.3621347 48.201073)
61272357,48.2011692,16.361899,3,,,,,POINT (16.361899 48.2011692)
61669796,48.2608804,16.3616173,3,,,,,POINT (16.3616173 48.2608804)
61669839,48.2600089,16.3617984,3,,,,,POINT (16.3617984 48.2600089)
61669841,48.2601042,16.3630439,1,turning_circle,,,,POINT (16.3630439 48.2601042)
61670017,48.2603155,16.3597228,3,,,,,POINT (16.3597228 48.2603155)
61670081,48.2575316,16.3580866,3,,,,,POINT (16.3580866 48.2575316)
61670082,48.2574424,16.3582155,3,,,,,POINT (16.3582155 48.2574424)
61670120,48.2590364,16.3645809,4,,,,,POINT (16.3645809 48.2590364)
61671032,48.2547511,16.3653524,4,,,,,POINT (16.3653524 48.2547511)
61671034,48.2537694,16.3647187,3,traffic_signals,,,,POINT (16.3647187 48.2537694)
61671061,48.2328809,16.3560894,4,,,,,POINT (16.3560894 48.2328809)
61671497,48.2666653,16.3224086,3,,,,,POINT (16.3224086 48.2666653)
61671721,48.2625602,16.3475394,3,,,,,POINT (16.3475394 48.2625602)
61671725,48.2614001,16.3508605,3,,,,,POINT (16.3508605 48.2614001)
61672292,48.2582667,16.3505817,1,,,,,POINT (16.3505817 48.2582667)
61672293,48.2591992,16.3448002,3,,,,,POINT (16.3448002 48.2591992)
61672360,48.2570627,16.3505769,3,,,,,POINT (16.3505769 48.2570627)
61672372,48.2593411,16.3418786,3,,,,,POINT (16.3418786 48.2593411)
61672481,48.2574598,16.3496248,3,,,,,POINT (16.3496248 48.2574598)
61672483,48.2584099,16.3496379,3,,,,,POINT (16.3496379 48.2584099)
61672546,48.2595742,16.3555644,1,,,,,POINT (16.3555644 48.2595742)
61672547,48.2595435,16.354828,1,,,,,POINT (16.354828 48.2595435)
61677459,48.2254488,16.3685594,3,,,,,POINT (16.3685594 48.2254488)
61677512,48.2260859,16.3680855,3,traffic_signals,,,,POINT (16.3680855 48.2260859)
61677875,48.2029728,16.362093,3,,,,,POINT (16.362093 48.2029728)
61677877,48.2023232,16.3633378,4,,,,,POINT (16.3633378 48.2023232)
61677897,48.2033703,16.3627602,3,,,,,POINT (16.3627602 48.2033703)
61681205,48.2624416,16.4036966,3,,,,,POINT (16.4036966 48.2624416)
61681208,48.2607708,16.4026779,3,,,,,POINT (16.4026779 48.2607708)
61681220,48.265161,16.3967178,3,,,,,POINT (16.3967178 48.265161)
61681224,48.264245,16.4014895,3,,,,,POINT (16.4014895 48.264245)
61681225,48.2631864,16.4008699,4,,,,,POINT (16.4008699 48.2631864)
61681321,48.2618975,16.4001059,3,,,,,POINT (16.4001059 48.2618975)
61681347,48.2609762,16.402299,3,,,,,POINT (16.402299 48.2609762)
61681388,48.2605257,16.3964447,1,turning_circle,,,,POINT (16.3964447 48.2605257)
61681420,48.2613134,16.3974232,3,,,,,POINT (16.3974232 48.2613134)
61681454,48.2610815,16.3984289,3,,,,,POINT (16.3984289 48.2610815)
61681457,48.2601141,16.3979145,3,,,,,POINT (16.3979145 48.2601141)
61681523,48.2635238,16.3995733,4,,,,,POINT (16.3995733 48.2635238)
61681524,48.2645107,16.4001223,3,,,,,POINT (16.4001223 48.2645107)
61681544,48.2621525,16.4002517,4,,,,,POINT (16.4002517 48.2621525)
61681666,48.2551971,16.4060464,4,,,,,POINT (16.4060464 48.2551971)
61682563,48.2758971,16.3888083,3,,,,,POINT (16.3888083 48.2758971)
61682565,48.2701218,16.3914179,3,,,,,POINT (16.3914179 48.2701218)
61682567,48.2638129,16.3943303,5,,,,,POINT (16.3943303 48.2638129)
61682569,48.260278,16.3958535,4,,,,,POINT (16.3958535 48.260278)
61682673,48.2876649,16.386516,3,,,,,POINT (16.386516 48.2876649)
61682674,48.2900494,16.388219,4,,,,,POINT (16.388219 48.2900494)
61682735,48.2883972,16.3870467,4,,,,,POINT (16.3870467 48.2883972)
61682850,48.2884488,16.3842998,4,,,,,POINT (16.3842998 48.2884488)
61682862,48.2885085,16.3841093,5,,,,,POINT (16.3841093 48.2885085)
61683891,48.2363165,16.437646,4,traffic_signals,,,,POINT (16.437646 48.2363165)
61683892,48.2361978,16.437511,4,traffic_signals,,,,POINT (16.437511 48.2361978)
61684675,48.2838921,16.4029892,4,,,,,POINT (16.4029892 48.2838921)
61684965,48.2937212,16.3925979,3,,,,,POINT (16.3925979 48.2937212)
61685033,48.2848928,16.4021479,4,,,,,POINT (16.4021479 48.2848928)
61687077,48.2580449,16.4468793,4,,,,,POINT (16.4468793 48.2580449)
61687084,48.2573136,16.4489915,4,,,,,POINT (16.4489915 48.2573136)
61687086,48.2572659,16.4491177,4,,,,,POINT (16.4491177 48.2572659)
61687670,48.2750261,16.4523074,4,,,,,POINT (16.4523074 48.2750261)
61687671,48.274981,16.4538171,3,,,,,POINT (16.4538171 48.274981)
61687739,48.2741645,16.4536929,3,,,,,POINT (16.4536929 48.2741645)
61688132,48.2351258,16.4102272,4,traffic_signals,,,,POINT (16.4102272 48.2351258)
61688281,48.2366079,16.4063058,3,,,,,POINT (16.4063058 48.2366079)
61752825,48.3082841,16.4268468,3,,,,,POINT (16.4268468 48.3082841)
61766151,48.1475694,16.3034741,3,,,,,POINT (16.3034741 48.1475694)
61766239,48.145873,16.3042122,4,,,,,POINT (16.3042122 48.145873)
61767302,48.1588296,16.3350345,4,,,,,POINT (16.3350345 48.1588296)
61767711,48.181646,16.3300426,3,,,,,POINT (16.3300426 48.181646)
61767714,48.1820508,16.3322718,4,traffic_signals,,,,POINT (16.3322718 48.1820508)
61767716,48.1831789,16.3359545,3,,,,,POINT (16.3359545 48.1831789)
61767717,48.1835791,16.336817,4,traffic_signals,,,,POINT (16.336817 48.1835791)
61767997,48.1787262,16.3377002,4,traffic_signals,,,,POINT (16.3377002 48.1787262)
61767999,48.1793658,16.3400726,4,traffic_signals,,,,POINT (16.3400726 48.1793658)
61768694,48.1681459,16.3356594,3,,,,,POINT (16.3356594 48.1681459)
61830896,48.1703187,16.3625891,4,,,,,POINT (16.3625891 48.1703187)
61830898,48.1720945,16.3629678,4,,,,,POINT (16.3629678 48.1720945)
61830899,48.1740849,16.3633119,4,,,,,POINT (16.3633119 48.1740849)
61830900,48.1747908,16.3634058,4,,,,,POINT (16.3634058 48.1747908)
61830901,48.1756733,16.3635318,4,,,,,POINT (16.3635318 48.1756733)
61831060,48.1749455,16.3739784,3,,,,,POINT (16.3739784 48.1749455)
61831061,48.1689022,16.3717766,3,,,,,POINT (16.3717766 48.1689022)
61831213,48.176495,16.3756195,4,,,,,POINT (16.3756195 48.176495)
61831214,48.1771117,16.3756609,3,,,,,POINT (16.3756609 48.1771117)
61831215,48.1781448,16.3757197,3,,,,,POINT (16.3757197 48.1781448)
61831391,48.168583,16.3738997,3,,,,,POINT (16.3738997 48.168583)
61831432,48.1686953,16.3732191,3,,,,,POINT (16.3732191 48.1686953)
61831449,48.1687998,16.3724786,4,,,,,POINT (16.3724786 48.1687998)
61831617,48.1685097,16.3744838,4,traffic_signals,,,,POINT (16.3744838 48.1685097)
61831730,48.1759302,16.3870554,3,,,,,POINT (16.3870554 48.1759302)
61831769,48.1750914,16.3880005,3,,,,,POINT (16.3880005 48.1750914)
61831808,48.1698852,16.3866139,1,turning_circle,,,,POINT (16.3866139 48.1698852)
61831813,48.1739346,16.3887075,3,,,,,POINT (16.3887075 48.1739346)
61831867,48.1704576,16.3884583,3,,,,,POINT (16.3884583 48.1704576)
61831870,48.1759217,16.390668,5,,,,,POINT (16.390668 48.1759217)
61832001,48.1697522,16.3800006,4,,,,,POINT (16.3800006 48.1697522)
61832002,48.1705683,16.3725578,4,,,,,POINT (16.3725578 48.1705683)
61832004,48.1704271,16.3732951,4,,,,,POINT (16.3732951 48.1704271)
61832005,48.1702842,16.3740015,4,,,,,POINT (16.3740015 48.1702842)
61832006,48.1701332,16.3747178,4,,,,,POINT (16.3747178 48.1701332)
61832007,48.1699964,16.3754196,4,,,,,POINT (16.3754196 48.1699964)
61832010,48.1696368,16.3793106,4,,,,,POINT (16.3793106 48.1696368)
61832055,48.1693664,16.3750253,4,,,,,POINT (16.3750253 48.1693664)
61832056,48.1694971,16.3743937,4,,,,,POINT (16.3743937 48.1694971)
61832058,48.1696447,16.3736894,4,,,,,POINT (16.3736894 48.1696447)
61832059,48.1697939,16.3729662,4,,,,,POINT (16.3729662 48.1697939)
61832061,48.1699204,16.372241,4,,,,,POINT (16.372241 48.1699204)
61832067,48.1690215,16.3768684,3,,,,,POINT (16.3768684 48.1690215)
61832219,48.1551779,16.3582844,3,,,,,POINT (16.3582844 48.1551779)
61832279,48.1698264,16.3656144,4,,,,,POINT (16.3656144 48.1698264)
61832281,48.1715981,16.366247,4,,,,,POINT (16.366247 48.1715981)
61832282,48.1709231,16.366007,4,,,,,POINT (16.366007 48.1709231)
61832283,48.1666455,16.3649238,3,,,,,POINT (16.3649238 48.1666455)
61832347,48.1696812,16.3666384,4,,,,,POINT (16.3666384 48.1696812)
61832348,48.1714409,16.3672406,4,,,,,POINT (16.3672406 48.1714409)
61832350,48.1707751,16.3670238,4,,,,,POINT (16.3670238 48.1707751)
61832437,48.1695303,16.3676779,4,,,,,POINT (16.3676779 48.1695303)
61832439,48.1706221,16.3680435,4,,,,,POINT (16.3680435 48.1706221)
61832440,48.1664029,16.3665753,3,,,,,POINT (16.3665753 48.1664029)
61832441,48.1674485,16.3669356,3,,,,,POINT (16.3669356 48.1674485)
61832921,48.1814321,16.3703288,4,,,,,POINT (16.3703288 48.1814321)
61832923,48.1799719,16.370312,4,,,,,POINT (16.370312 48.1799719)
61832924,48.1794444,16.3703074,4,,,,,POINT (16.3703074 48.1794444)
61832927,48.1758661,16.3698869,4,,,,,POINT (16.3698869 48.1758661)
61832928,48.1752308,16.3698104,4,,,,,POINT (16.3698104 48.1752308)
61832931,48.1736567,16.3695492,4,,,,,POINT (16.3695492 48.1736567)
61832935,48.1718734,16.3692732,4,,,,,POINT (16.3692732 48.1718734)
61832936,48.1711694,16.3690361,4,,,,,POINT (16.3690361 48.1711694)
61832938,48.170504,16.368816,4,,,,,POINT (16.368816 48.170504)
61832943,48.1652217,16.3670194,3,,,,,POINT (16.3670194 48.1652217)
61833992,48.1739731,16.3753392,4,,,,,POINT (16.3753392 48.1739731)
61833995,48.1740689,16.3738672,4,,,,,POINT (16.3738672 48.1740689)
61833997,48.1740205,16.3746277,4,,,,,POINT (16.3746277 48.1740205)
61833999,48.1739018,16.3761347,4,,,,,POINT (16.3761347 48.1739018)
61834193,48.173135,16.3771199,4,,,,,POINT (16.3771199 48.173135)
61834197,48.1732055,16.3759247,4,,,,,POINT (16.3759247 48.1732055)
61834198,48.1732578,16.3751429,4,,,,,POINT (16.3751429 48.1732578)
61834200,48.1733101,16.374402,4,,,,,POINT (16.374402 48.1733101)
61834204,48.1733756,16.3736647,4,,,,,POINT (16.3736647 48.1733756)
61834362,48.1748361,16.3754769,4,,,,,POINT (16.3754769 48.1748361)
61834365,48.1747912,16.3762665,4,,,,,POINT (16.3762665 48.1747912)
61834698,48.1754272,16.3763608,3,,,,,POINT (16.3763608 48.1754272)
61834704,48.1754765,16.3755747,4,,,,,POINT (16.3755747 48.1754765)
61834708,48.1755599,16.3733688,4,traffic_signals,,,,POINT (16.3733688 48.1755599)
61834713,48.175489,16.37486,4,,,,,POINT (16.37486 48.175489)
61835218,48.175697,16.3882818,3,,,,,POINT (16.3882818 48.175697)
61835229,48.1768697,16.379015,4,,,,,POINT (16.379015 48.1768697)
61835238,48.1771661,16.3749594,4,,,,,POINT (16.3749594 48.1771661)
61835239,48.1767815,16.3803194,4,,,,,POINT (16.3803194 48.1767815)
61835877,48.1786679,16.368466,4,traffic_signals,,,,POINT (16.368466 48.1786679)
61835879,48.1794595,16.3684981,4,,,,,POINT (16.3684981 48.1794595)
61835880,48.1799868,16.3684969,4,,,,,POINT (16.3684969 48.1799868)
61835881,48.1814959,16.3685351,3,,,,,POINT (16.3685351 48.1814959)
61836666,48.1659375,16.3615794,3,,,,,POINT (16.3615794 48.1659375)
61836724,48.1663636,16.3587506,3,,,,,POINT (16.3587506 48.1663636)
61837803,48.1664835,16.3927002,4,,,,,POINT (16.3927002 48.1664835)
61837807,48.1690223,16.3965224,4,,,,,POINT (16.3965224 48.1690223)
61838220,48.1655292,16.4016379,1,,,,,POINT (16.4016379 48.1655292)
61838224,48.1680543,16.3980032,1,,,,,POINT (16.3980032 48.1680543)
61838230,48.1722663,16.3892691,4,,,,,POINT (16.3892691 48.1722663)
61838558,48.1741669,16.3875847,5,,,,,POINT (16.3875847 48.1741669)
61838559,48.1743772,16.3863654,4,,,,,POINT (16.3863654 48.1743772)
61838560,48.1747063,16.3844395,4,,,,,POINT (16.3844395 48.1747063)
61838869,48.1735904,16.3860482,4,,,,,POINT (16.3860482 48.1735904)
61838871,48.1745303,16.3799464,4,,,,,POINT (16.3799464 48.1745303)
61838877,48.1743613,16.3812331,4,,,,,POINT (16.3812331 48.1743613)
61838878,48.1739039,16.3840808,4,,,,,POINT (16.3840808 48.1739039)
61838880,48.1733894,16.3872231,4,,,,,POINT (16.3872231 48.1733894)
61839491,48.2623644,16.4469706,5,traffic_signals,,,,POINT (16.4469706 48.2623644)
61839555,48.2670788,16.447544,3,,,,,POINT (16.447544 48.2670788)
61839557,48.2709984,16.4451744,1,turning_circle,,,,POINT (16.4451744 48.2709984)
61839605,48.2666405,16.4394996,3,,,,,POINT (16.4394996 48.2666405)
61839612,48.2670602,16.4482411,3,,,,,POINT (16.4482411 48.2670602)
61839681,48.2692487,16.4388013,3,,,,,POINT (16.4388013 48.2692487)
61839684,48.2660611,16.4396548,4,traffic_signals,,,,POINT (16.4396548 48.2660611)
61839775,48.2667412,16.4403713,3,,,,,POINT (16.4403713 48.2667412)
61839777,48.2695114,16.4409662,4,,,,,POINT (16.4409662 48.2695114)
61839994,48.2750995,16.4413533,3,,,,,POINT (16.4413533 48.2750995)
61840113,48.2731102,16.4323054,3,traffic_signals,,,,POINT (16.4323054 48.2731102)
61840245,48.2773512,16.4526076,3,,,,,POINT (16.4526076 48.2773512)
61841326,48.1811078,16.3374027,3,,,,,POINT (16.3374027 48.1811078)
61841327,48.1815163,16.3385871,4,traffic_signals,,,,POINT (16.3385871 48.1815163)
61841330,48.1839098,16.3454506,4,,,,,POINT (16.3454506 48.1839098)
61841435,48.1780321,16.3449222,3,,,,,POINT (16.3449222 48.1780321)
61841437,48.1802161,16.3432506,4,,,,,POINT (16.3432506 48.1802161)
61841441,48.1825249,16.3414534,4,,,,,POINT (16.3414534 48.1825249)
61841442,48.1838422,16.3404379,3,,,,,POINT (16.3404379 48.1838422)
61841753,48.1831852,16.3433524,4,,,,,POINT (16.3433524 48.1831852)
61841754,48.1849717,16.3419442,3,,,,,POINT (16.3419442 48.1849717)
61842113,48.1806962,16.3393295,3,,,,,POINT (16.3393295 48.1806962)
61842116,48.1816779,16.3421021,4,,,,,POINT (16.3421021 48.1816779)
61842117,48.1823367,16.34401,4,,,,,POINT (16.34401 48.1823367)
61842118,48.1825993,16.3448013,4,,,,,POINT (16.3448013 48.1825993)
61842119,48.1830765,16.3461755,3,,,,,POINT (16.3461755 48.1830765)
61842471,48.1848976,16.3407944,4,,,,,POINT (16.3407944 48.1848976)
61842855,48.1770149,16.3397887,3,,,,,POINT (16.3397887 48.1770149)
61842858,48.178493,16.3445563,3,,,,,POINT (16.3445563 48.178493)
61842861,48.1773136,16.3411293,4,,,,,POINT (16.3411293 48.1773136)
61842953,48.1764284,16.3368564,4,,,,,POINT (16.3368564 48.1764284)
61842956,48.1777869,16.3361746,3,,,,,POINT (16.3361746 48.1777869)
61843700,48.1788286,16.3366201,3,,,,,POINT (16.3366201 48.1788286)
61843701,48.1810329,16.3358611,3,,,,,POINT (16.3358611 48.1810329)
61843702,48.1827948,16.3351912,3,,,,,POINT (16.3351912 48.1827948)
61843844,48.1785304,16.3357864,3,,,,,POINT (16.3357864 48.1785304)
61843847,48.181103,16.3349135,3,,,,,POINT (16.3349135 48.181103)
61844123,48.1769032,16.333634,3,,,,,POINT (16.333634 48.1769032)
61844125,48.1792912,16.3350614,3,,,,,POINT (16.3350614 48.1792912)
61844396,48.1787854,16.3302364,1,,,,,POINT (16.3302364 48.1787854)
61844404,48.1794554,16.3363992,3,,,,,POINT (16.3363992 48.1794554)
61844407,48.1793479,16.3355104,4,,,,,POINT (16.3355104 48.1793479)
61844416,48.1790346,16.3329942,4,,,,,POINT (16.3329942 48.1790346)
61844633,48.181246,16.332593,4,traffic_signals,,,,POINT (16.332593 48.181246)
61844843,48.178249,16.3339903,3,,,,,POINT (16.3339903 48.178249)
61844844,48.1791414,16.3338801,4,,,,,POINT (16.3338801 48.1791414)
61844846,48.1812057,16.3334201,3,,,,,POINT (16.3334201 48.1812057)
61845306,48.1782171,16.3331244,4,,,,,POINT (16.3331244 48.1782171)
61845308,48.1782816,16.3344733,4,,,,,POINT (16.3344733 48.1782816)
61845661,48.1750445,16.3317163,3,,,,,POINT (16.3317163 48.1750445)
